timestamp,I_A,T_pneu,V_V,SOC_pct,session_id,driver_id,source_file,label_classe
435.0,166.96,98.94,180.0,26.629,sessao_agressivo_3,driver_3,tcc_sintetico_realista.csv,agressivo
123.0,366.84,97.514,94.683,98.677,sessao_agressivo_1,driver_3,tcc_sintetico_realista.csv,agressivo
225.0,249.921,92.852,108.261,98.268,sessao_agressivo_2,driver_3,tcc_sintetico_realista.csv,agressivo
480.0,320.239,71.809,95.31,51.246,sessao_agressivo_3,driver_2,tcc_sintetico_realista.csv,agressivo
206.0,190.462,94.327,138.152,37.506,sessao_agressivo_2,driver_3,tcc_sintetico_realista.csv,agressivo
570.0,332.425,92.109,142.238,57.148,sessao_agressivo_3,driver_2,tcc_sintetico_realista.csv,agressivo
433.0,70.0,103.511,88.299,36.925,sessao_agressivo_3,driver_3,tcc_sintetico_realista.csv,agressivo
527.0,255.493,91.1,143.502,63.228,sessao_agressivo_3,driver_1,tcc_sintetico_realista.csv,agressivo
440.0,143.462,97.537,138.026,64.313,sessao_agressivo_3,driver_1,tcc_sintetico_realista.csv,agressivo
163.0,418.87,103.814,124.223,76.242,sessao_agressivo_1,driver_2,tcc_sintetico_realista.csv,agressivo
316.0,319.229,82.678,99.183,24.374,sessao_agressivo_2,driver_3,tcc_sintetico_realista.csv,agressivo
401.0,125.515,75.246,171.82,35.813,sessao_agressivo_3,driver_1,tcc_sintetico_realista.csv,agressivo
174.0,391.012,94.697,81.928,68.59,sessao_agressivo_1,driver_2,tcc_sintetico_realista.csv,agressivo
284.0,400.795,91.251,126.722,43.818,sessao_agressivo_2,driver_1,tcc_sintetico_realista.csv,agressivo
49.0,109.885,92.249,114.214,36.256,sessao_agressivo_1,driver_2,tcc_sintetico_realista.csv,agressivo
458.0,175.46,75.831,114.102,53.99,sessao_agressivo_3,driver_3,tcc_sintetico_realista.csv,agressivo
483.0,224.508,105.929,42.585,80.669,sessao_agressivo_3,driver_2,tcc_sintetico_realista.csv,agressivo
86.0,146.384,77.005,92.062,23.243,sessao_agressivo_1,driver_3,tcc_sintetico_realista.csv,agressivo
188.0,244.027,82.423,135.91,64.881,sessao_agressivo_1,driver_1,tcc_sintetico_realista.csv,agressivo
366.0,278.719,92.941,180.0,28.649,sessao_agressivo_2,driver_2,tcc_sintetico_realista.csv,agressivo
525.0,244.856,82.469,163.315,26.783,sessao_agressivo_3,driver_3,tcc_sintetico_realista.csv,agressivo
481.0,158.287,82.969,121.325,61.691,sessao_agressivo_3,driver_3,tcc_sintetico_realista.csv,agressivo
347.0,283.928,86.091,123.558,27.379,sessao_agressivo_2,driver_1,tcc_sintetico_realista.csv,agressivo
195.0,344.812,96.519,127.102,19.685,sessao_agressivo_1,driver_1,tcc_sintetico_realista.csv,agressivo
478.0,284.387,106.979,80.2,31.212,sessao_agressivo_3,driver_1,tcc_sintetico_realista.csv,agressivo
187.0,255.288,60.525,89.458,65.873,sessao_agressivo_1,driver_3,tcc_sintetico_realista.csv,agressivo
300.0,230.913,68.158,111.856,29.07,sessao_agressivo_2,driver_2,tcc_sintetico_realista.csv,agressivo
496.0,197.843,96.723,82.009,64.168,sessao_agressivo_3,driver_1,tcc_sintetico_realista.csv,agressivo
447.0,179.256,95.305,110.256,62.667,sessao_agressivo_3,driver_1,tcc_sintetico_realista.csv,agressivo
595.0,350.627,96.694,95.245,52.507,sessao_agressivo_3,driver_3,tcc_sintetico_realista.csv,agressivo
